SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents
0,0.005182168,60,0,0.290870488,4709,7,0,1,0,1
0,0.110137612,50,1,0.137459807,4975,6,1,0,0,2
0,0.9999999,21,98,0,0,0,98,0,98,0
0,0.629229766,54,0,2.298507463,200,6,0,0,0,1
0,0,29,0,0.213468454,3058,6,0,0,0,0
0,0.242714289,44,0,0.498565691,10457,10,0,1,0,2
0,0,49,1,0.546400952,3361,6,0,0,0,3
0,0.869595474,48,0,0.314174296,11795,17,0,1,0,0
0,0.512266185,42,2,0.183202167,7750,13,0,0,0,3
1,0.242342832,53,0,0.365066876,10167,13,0,2,0,4
0,0.190183371,59,0,0.051549828,9000,6,0,0,0,0
0,0.883500671,40,1,0.759723423,2313,7,0,0,0,2
0,0.186158758,56,0,0.439390152,4000,11,0,0,0,0
0,0.087078897,65,0,0.579834333,3500,6,0,2,0,0
0,1.123932222,56,0,0.357234681,7000,8,0,1,0,0
0,0.007065725,24,0,0.001218027,820,2,0,0,0,0
0,0.716452856,37,0,0.645338665,4000,6,0,1,0,3
0,0.742359028,41,0,0.541458369,5800,10,0,1,0,2
0,0.00585603,47,0,0.280813653,5800,7,0,2,0,0
0,0.026981509,63,0,0.117277363,8432,7,0,2,0,0
0,0.011402301,58,0,0.146578872,3492,8,0,0,0,1
0,0.052269148,30,0,0.195023083,8880,10,0,2,0,1
0,0.335126127,67,1,0.169990503,1052,8,0,0,2,0
0,0.777111144,31,0,0.52640497,3540,6,0,1,0,0
0,0.262275801,25,0,0.081207066,4075,2,0,0,0,0
0,0.552453962,74,0,0.411128284,5822,7,0,2,0,2
0,0.572317739,53,0,0.100134042,20142,6,0,1,0,2
0,0.054514417,56,0,0.756693701,9000,16,0,5,0,2
0,0.136569238,61,0,2.1005996,1500,16,0,2,0,0
0,0.193818038,44,0,0.299622363,10856,9,0,1,0,0
0,0.0412714,60,0,0.015687393,3505,7,0,0,0,0
0,0.050918077,43,0,0.576600373,6435,5,0,2,0,1
0,0.14555784,65,0,0.493861444,6841,38,0,2,0,0
0,0.079033587,57,0,0.317165185,3710,9,0,2,0,3
1,0.044738099,33,0,0.483303339,5000,12,0,2,0,1
1,1.018593229,29,0,0.294633643,1937,4,0,0,0,0
0,0.267713382,50,0,0.402320643,13185,13,0,2,0,5
0,0.0121956,77,0,0.286958133,5397,7,0,1,0,0
1,0.9999999,21,0,0,2600,1,0,0,0,0
0,0.34808149,49,0,0.620469569,4386,7,0,1,0,2
0,0.053222777,65,0,0.00707623,6217,6,0,0,0,0
0,0.35428044,33,0,0.156021207,3960,5,0,0,0,1
0,0.02886065,75,0,0.034141747,4246,8,0,0,0,0
0,0.018385238,82,0,0.092317947,6000,6,0,0,0,0
0,0.123894791,65,0,1209,0,7,0,2,0,0
0,1.036990752,26,0,0.689577606,4000,9,0,1,0,0
0,0.067822131,53,0,0.229458308,11500,10,0,1,0,0
0,0,57,0,0.336733425,8038,12,0,1,0,0
0,0.768286896,76,0,0.656126482,4300,8,0,1,0,0
0,0.064697682,60,0,0.919694073,4183,8,0,2,0,2
0,0.237116974,37,1,0.159666461,3237,7,0,0,0,0
0,0.00358956,77,0,0.208699942,12160,10,0,1,0,1
0,0.824473796,29,0,0.976673146,3600,10,0,2,0,0
0,0.9999999,31,0,0,564,1,0,0,0,0
1,0.249781752,33,0,0.357370095,7543,9,0,4,0,0
0,0.954768844,56,0,3.034005979,2675,15,0,5,0,0
0,0.791990279,46,0,0.328431949,8500,12,0,1,0,0
1,0.660226516,35,1,0.237254249,3000,3,0,0,1,5
0,0.668666267,26,0,0.046812515,4250,5,0,0,0,0
0,0.873854358,47,5,0.505869043,7070,7,0,2,1,4
0,0.155894919,32,0,0.264391091,3456,5,0,1,0,0
0,0.003393379,42,0,0.027469625,13250,6,0,0,0,4
0,0.005072068,74,0,1.268882769,5083,13,0,4,0,1
0,0.005268285,39,0,0.114777618,5575,8,0,1,0,2
0,0.079839475,42,0,0.433927679,6000,12,0,1,0,0
0,0.703495579,31,0,0.322696629,2224,7,0,0,0,0
0,0.548639817,35,0,0.684463107,5000,11,0,1,0,1
0,0.9999999,48,0,0.276577874,8333,4,0,1,0,2
0,0.018173109,77,0,0.238523852,3332,6,0,0,0,0
0,0.235976518,61,0,0.202084691,7674,17,1,1,0,0
0,0.543968002,36,0,0.368963844,8241,12,0,1,0,4
0,0.119104494,53,0,0.514935633,8000,6,0,3,0,1
1,0.155585803,42,1,0.176747378,10200,10,0,1,0,0
0,0.802568526,35,0,0.247646118,5628,10,0,0,0,0
0,0.006224844,36,0,0.502030615,3200,8,0,1,0,0
0,0.070958657,70,0,0.815096465,7100,11,0,4,0,0
0,0.619938728,57,0,0.230961028,18448,10,0,2,0,1
0,0.134345039,30,1,0.238054608,3515,11,0,0,0,0
1,0.9999999,40,0,0.474947228,9000,3,3,1,0,2
0,0.175104437,47,0,0.331935976,7871,15,0,1,0,1
0,0.219847519,30,0,0.164756065,3750,4,0,0,0,0
0,0.894140391,48,1,0.169559317,14000,10,0,0,0,3
0,0.199221276,60,1,0.308250573,5235,9,0,1,0,0
0,0.064450318,58,0,0.392151962,4000,11,0,1,0,1
0,0.820369974,32,0,0.248847926,2820,7,0,0,0,0
0,0.237505585,53,0,0.494197465,5600,6,0,1,0,0
0,0.022663345,39,0,0.086537384,8920,11,0,1,0,2
0,0.01470778,76,0,0.139825218,800,3,0,0,0,0
0,0.014247538,83,0,0.452586207,3943,18,0,1,0,0
0,0.805029764,62,0,0.429883815,3700,19,0,0,0,0
0,0.120555025,64,0,0.275521541,8100,6,0,1,0,0
0,0.253474653,48,0,0.23086664,12634,7,0,2,0,4
0,0.007261854,58,0,0.603211603,3860,10,0,2,0,1
0,0.010207527,51,1,0.046912398,12533,6,0,0,0,2
0,0.061298209,50,0,0.383259458,9700,9,0,2,0,4
0,0.002655183,72,0,0.252204586,1700,16,0,1,0,0
0,0.313682819,41,1,0.256303739,10350,6,0,1,0,3
0,0.9999999,60,1,0.318011491,4002,5,0,0,0,2
0,0.265521316,38,0,0.050071531,6290,2,0,0,0,0
0,0.559088182,46,0,0.360748913,5981,5,0,1,0,2
0,0.9999999,46,0,0.146607723,11083,5,0,1,0,0
0,0.736874262,51,0,0.3789646,9773,15,0,2,0,1
0,0.288722202,79,0,0.4162799,2800,25,0,1,0,1
0,0.006466236,38,1,0.548069528,6500,11,1,2,0,2
0,0.776413946,44,0,0.481475926,6666,7,0,1,0,0
0,0.017076898,72,0,16.5,1,7,0,1,0,0
0,0.083747906,63,0,0.225521119,14583,10,0,2,0,0
0,0.616661447,72,0,0.658085479,4000,12,0,1,0,0
0,0,32,0,0.160613129,3000,7,0,0,0,0
0,0.061859708,47,0,0.020855157,10500,7,0,0,0,3
0,0.9999999,69,0,0,0,0,0,0,0,0
1,0.9999999,40,1,0.125968508,4000,2,0,0,0,0
0,0.105679832,48,0,0.848694386,10990,20,0,7,0,4
1,0.633736626,36,0,0.63549677,3250,10,0,1,0,0
0,0.373573605,44,0,0.628342914,4000,15,0,2,1,2
1,1.030138552,59,1,0.205264912,3000,5,0,0,0,0
0,0.96402056,30,0,0.129826897,1501,7,0,0,0,1
0,0.131835167,46,0,0.714906562,2300,13,0,1,0,1
0,0.347130574,32,0,0.01039792,5000,2,0,0,0,0
0,0.134408028,45,1,0.318657261,4110,10,0,1,1,1
0,0.223796752,68,0,0.42037422,4809,13,0,1,0,0
0,0.060327335,53,1,0.281987388,19663,10,0,1,0,3
0,0.095024459,44,1,2.256743257,1000,12,0,1,0,2
1,0.9999999,50,4,0.416924985,3225,6,0,1,0,0
0,0.031936128,49,0,0.157134925,1800,3,0,0,0,0
0,0.0029997,53,0,0.00922722,2600,2,0,0,0,0
0,0.038337683,63,0,0.62745098,2600,7,0,1,0,0
0,0.409758965,27,1,0.33247918,1560,7,0,0,0,1
1,0.234510326,23,0,0.143958869,2333,2,0,0,0,0
0,0.087681641,39,0,0.173041348,20000,9,0,1,0,3
0,0.565445455,49,1,0.301821215,7192,13,0,3,0,1
0,0.004062415,86,0,0.089504771,2200,6,0,0,0,0
0,0.334283286,50,0,0.309586302,8000,4,0,1,0,3
1,12.03711635,55,3,0.796489669,4500,17,0,2,1,1
1,0.717607973,80,1,0.510757717,1068,6,0,0,0,0
0,0.03142541,61,0,1.656895403,1500,24,0,2,0,1
0,0.939283608,41,0,0.36755715,15047,8,0,3,0,3
0,0.065471904,66,0,0.756747751,3000,7,0,1,0,0
0,0.053144261,59,0,0.011996001,3000,2,0,0,0,0
0,0.063981387,56,0,0.198254799,2864,17,0,0,0,0
0,0.034019714,81,0,0.00869414,5750,4,0,0,0,0
0,0.995002499,34,3,0.29406953,2444,4,0,0,0,1
0,0.035719269,74,0,0.093716302,10200,4,0,1,0,0
0,0.496876947,56,0,0.251432278,9250,11,0,1,0,0
1,0.983351831,37,2,0.32223968,7000,5,0,3,0,1
0,0.060594385,56,0,0.284680338,15750,6,0,2,0,0
1,1.015140045,54,2,0.227517294,1300,2,0,0,0,1
0,0,55,0,0.519685039,2666,6,0,1,0,0
0,0.308965554,58,0,0.286236063,5201,13,0,0,0,0
0,0.063030196,64,0,0.374249864,3665,8,0,2,0,1
0,0.07790555,50,0,0.259956674,6000,3,0,1,0,1
0,0.088819069,47,0,0.168566287,5000,4,0,0,0,1
0,0.720101781,48,1,0.050140581,2133,2,0,0,0,0
0,0.197627641,58,0,0.109580106,12264,10,0,2,0,1
0,0.059912404,54,0,0.114590833,8333,8,0,0,0,0
0,0.017106148,64,0,0.177770107,11587,25,0,1,0,0
0,0.116865013,41,0,0.299057627,11990,8,0,2,0,3
0,0.038124542,66,0,0.153077771,15416,7,0,2,0,1
0,0.030803595,42,0,0.272451348,5600,6,0,1,0,1
1,1.021223471,31,1,0.151198763,2585,7,1,0,0,1
0,0.375611958,48,0,0.272755386,9700,10,0,1,0,2
0,0.301024702,43,0,0.521217507,4500,6,0,2,0,0
0,0.201521066,35,0,0.459588848,3550,8,0,1,0,2
0,0.127938547,46,0,0.179682032,10000,6,0,2,0,3
0,1.737541528,52,0,0.009372071,3200,2,1,0,0,0
0,0.060157392,48,0,0.190216137,13000,12,0,1,0,7
0,0.824865193,34,0,0.467046789,5962,13,0,1,0,3
0,0.485634291,71,0,0.48257531,1692,5,0,0,0,0
0,0.006862611,70,0,0.141746111,3985,11,0,1,0,1
0,0.004530789,75,0,0.019496751,6000,7,0,1,0,0
0,0.071540813,61,0,0.230259858,9966,8,0,1,0,0
0,0.982836194,57,0,0.568458219,2548,5,0,0,0,0
0,0.158071042,33,0,0.607283113,2800,12,0,1,0,0
0,0.481189273,59,1,0.490879828,1863,14,0,0,0,0
0,0.061004154,49,0,0.34968612,8601,21,0,3,0,2
0,0.023565881,76,0,0.00266126,7890,3,0,0,0,0
0,0.04223219,74,0,0.12983313,7370,10,0,1,0,0
0,0.029716694,70,0,0.1612529,2585,14,0,0,0,0
0,0.479355027,55,0,0.75153225,10278,9,0,4,0,0
0,0.058916261,57,0,0.217943107,6854,7,0,1,0,0
0,0,51,0,1.330505907,3300,8,0,4,0,1
0,0.336482891,30,0,0.175869121,4400,4,0,0,0,0
1,0.9999999,51,4,0.513948605,10000,13,0,3,1,3
0,0.04279424,44,0,0.216458806,10583,14,0,1,0,2
0,0.940557601,30,2,0.102592388,3625,6,0,0,2,1
0,0.040747963,58,0,0.180246436,15500,7,0,2,0,0
0,0.041869238,52,0,0.193679177,9618,9,0,2,0,2
0,0.412067297,44,0,0.384226167,12450,13,0,2,0,3
0,1.00859619,37,0,0.570993239,21001,8,0,3,0,2
0,1.691868759,32,2,0.120535714,3583,4,1,0,0,0
0,0.284724285,32,0,0.408409291,3400,8,0,1,0,0
0,0.949050949,47,0,0.126517274,4283,3,0,0,0,1
0,0.069172504,76,0,0.318157472,3733,13,0,1,0,0
0,0.434681974,65,0,0.217715815,7100,5,0,1,0,0
0,0.232884583,77,0,0.877380046,2625,15,0,2,0,0
0,0.340131974,25,0,0.503496503,1000,3,0,0,0,0
0,0.835223995,50,5,0.40835223,5291,12,2,2,4,0
0,0.022634306,28,0,0.059379544,4125,4,0,0,0,0
0,0.01230561,36,0,0.21491322,14000,13,0,2,0,1
0,0.160277512,56,0,0.486425339,1325,4,0,0,0,1
0,0.13059347,60,0,0.129499723,10833,4,0,1,0,2
0,0.005164417,47,0,0.743179546,7000,21,0,2,0,0
0,0.010490837,67,0,0.256912653,5460,14,0,1,0,1
0,0,30,0,0.0059988,3333,3,0,0,0,0
1,0.549688179,67,1,1.761292996,4825,15,0,2,0,0
0,0.025402659,29,0,0.270162186,4500,4,0,1,0,2
0,0.877012299,46,0,0.207771094,6150,3,0,1,0,0
0,0,41,0,0.18119094,20000,10,0,1,0,2
0,0.041398455,65,0,0.01580818,18850,6,0,1,0,1
0,0.013497159,72,0,0.214536612,3700,11,0,1,0,1
0,0.032560638,58,0,0.269053118,6061,5,0,1,0,2
0,0,30,0,0.02365878,3000,4,0,0,0,0
0,0.005832361,52,0,3.229885057,434,2,0,1,0,0
0,0.512379933,59,0,0.449341968,9573,18,0,2,0,1
1,0.9999999,43,2,0.058418761,7120,0,3,0,0,2
0,0,73,0,0.067061488,5740,3,0,1,0,0
0,0.718848953,46,0,0.275646572,10400,12,0,1,0,2
0,0.12741035,38,0,0.894266567,2685,19,0,1,0,2
0,0.032367475,42,0,0.436191008,3580,10,0,1,0,0
0,0.954172174,64,0,0.818150209,2875,15,0,0,0,0
0,0.962085089,66,0,0.589002391,4600,12,0,1,0,0
0,0.040310925,60,0,0.005453554,5500,3,0,0,0,0
0,0.601648244,65,0,0.529997183,10650,18,0,2,0,5
1,0.9999999,41,1,0.086842636,4962,2,2,0,0,2
0,0.116971381,74,0,0.132946479,19300,15,0,2,0,0
0,0.135171721,60,0,0.021733995,8465,6,0,0,0,0
1,0.10604705,72,0,0.403798101,2000,9,0,0,0,0
0,0.029414215,60,0,0.237906906,3286,10,0,0,0,0
0,0.431588043,71,0,0.335298003,19680,12,0,2,0,1
0,0.57030165,35,0,0.698365082,6666,5,0,2,0,0
0,0.004092928,90,0,0.000999833,6000,3,0,0,0,0
0,0.9999999,30,0,0.247224278,1350,1,0,0,0,0
0,0.027266838,83,0,0.00367165,7625,7,0,0,0,0
0,0,49,0,0.520438365,12500,10,0,2,0,1
0,0.774392277,58,0,0.194779317,10036,14,0,0,0,2
0,0.271155957,37,1,0.343996494,9127,17,0,1,0,1
0,0.046887152,76,0,0.003523474,10500,8,0,0,0,0
0,0.082992592,54,0,0.253727473,7712,8,0,1,0,0
0,0,43,0,0.417074255,2248,8,0,1,0,1
0,0.043719343,60,0,0.207584178,3058,7,0,0,0,0
0,0.895835813,65,0,3.787535411,2470,17,0,0,0,0
0,0.376659049,61,0,0.354347451,17400,14,0,2,0,1
0,0.10822596,71,0,0.018496917,6000,4,0,0,0,0
0,0.9999999,76,1,0.391034031,3055,6,1,2,0,0
0,0.128796975,79,0,0.028529529,7500,8,0,0,0,2
0,0.008331945,89,0,0.00029146,3430,4,0,0,0,0
0,0.251807414,34,0,0.662517853,4900,5,0,1,0,0
0,0.305738852,38,0,0.010649859,4600,2,0,0,0,1
0,0.028634879,57,0,0.488909716,3200,11,0,3,0,1
0,0.066655039,66,0,0.292210767,8729,10,0,1,0,0
0,0.009947671,54,0,0.002498751,2000,6,0,0,0,0
0,0.258874113,59,0,0.267957127,6250,5,0,1,0,2
0,0.800747794,47,0,0.431069696,7833,6,0,1,0,1
0,0.9999999,35,0,0.172460804,4400,4,0,0,0,0
0,0.062951737,35,0,0.336523354,7000,8,0,1,0,2
0,0.622937706,30,0,0.31044462,3800,4,0,0,0,0
0,0.029745299,63,0,0.524750326,4605,9,0,2,0,0
0,0.019276426,42,0,0.307768431,8083,6,0,2,0,0
0,0.55329635,47,0,0.720542357,8333,8,0,2,0,2
0,0.060460263,41,1,0.175111678,7834,7,1,1,0,2
0,0,46,0,0.233076848,10266,9,0,2,0,1
0,0.354800453,59,0,0.267275098,2300,8,0,0,0,0
0,0.07074434,52,0,0.503091821,8570,26,0,1,0,1
0,0.024308948,62,0,0.076320613,6000,10,0,0,0,0
0,0.494226328,55,1,0.134166325,9763,10,0,0,0,1
0,0.067891488,57,0,0.19188438,8994,6,0,1,0,1
0,0.053549108,66,0,0.217995553,12591,10,0,2,0,1
0,0.279888834,39,0,0.300308536,2916,9,0,0,0,2
0,0.014564822,67,0,0.054727241,5700,6,0,0,0,0
0,0.03639818,55,1,0.375052079,12000,10,0,2,0,2
0,0,54,0,0.16078867,3600,6,0,1,0,1
0,0,36,0,0.093591215,6100,3,0,0,0,4
0,0.131185443,65,0,0.57489301,700,14,0,0,0,0
0,0.50909818,66,0,0.294990229,11257,6,0,2,0,1
0,0.001533231,55,0,0.026901052,7508,6,0,0,0,1
0,0.468569267,65,0,0.328431949,8500,8,0,2,0,0
0,0.732664267,39,0,0.449589148,7666,16,0,1,0,1
0,0.263547291,38,0,0.603240983,1912,3,0,1,0,0
0,0.987864756,44,0,0.291912337,8988,10,0,1,0,0
0,0.612801454,37,0,0.519916813,6250,8,0,1,0,1
0,0.769304373,30,0,0.147183255,4490,8,0,0,0,0
0,0.110832512,69,0,0.601377625,9000,7,0,3,0,0
0,0.568285787,44,0,0.284464806,7202,13,0,0,0,0
0,0.883748833,83,0,0.338548457,2300,4,0,0,1,0
0,0.359744105,40,1,0.332089055,7500,9,0,1,0,2
0,0.944997879,36,0,0.861536482,7770,13,0,2,0,2
0,0.288680601,65,0,0.236287281,11667,18,0,2,0,0
0,0.366464904,64,0,0.236576445,6834,10,0,1,0,0
0,0.19594065,32,1,0.597915762,2302,3,0,1,1,1
0,0.600617514,46,0,0.222482858,11083,13,0,1,0,2
1,0.079359691,74,0,0.29333838,5283,18,0,2,1,0
0,0.404770343,48,0,1.952177016,1400,8,0,1,0,0
0,0.092135545,30,0,0.075731067,4000,5,0,0,0,0
0,0.008523814,73,0,0.096301233,3000,28,0,0,0,0
0,0.013427647,55,0,0.502875065,3825,5,0,2,0,0
0,0.012926001,73,0,0.00999643,2800,6,0,0,0,0
0,0.437728114,61,0,0.354546159,12900,10,0,2,1,0
0,0.274915006,39,0,0.752165223,1500,5,0,0,0,0
0,0.299339835,38,0,853,0,9,0,1,0,2
0,0.009239548,77,0,0.017982018,1000,9,0,0,0,0
0,0.203854078,30,0,0.442119323,2245,4,0,0,0,0
0,0.026650154,42,1,0.353064983,3800,15,0,0,0,3
0,0.031327205,70,0,0.010117734,5435,4,0,0,0,0
0,0.295906499,40,0,0.429761706,6000,5,0,1,0,0
0,0.218167001,67,0,0.315493762,10500,13,0,2,0,0
0,0,62,1,0.175516224,2033,7,0,0,0,0
0,0.676760101,57,0,1.610744581,3182,18,0,2,0,1
0,0.019448328,50,0,0.391738841,1500,3,0,1,0,0
0,0.038807688,68,0,0.003719447,22583,7,0,0,0,0
0,0.618089881,33,0,0.155999082,4358,9,0,0,0,0
0,0.120082453,35,0,0.635257302,2875,7,0,1,0,0
0,0.004857623,69,0,0.014985015,1000,11,0,0,0,0
0,0.163646032,44,0,0.610975339,4500,15,0,1,0,2
0,0.030310537,60,0,0.874516441,4135,11,0,2,0,1
0,0.707926684,45,1,0.741830729,4926,8,0,1,0,0
0,0.290786566,67,3,0.41701844,4500,11,0,0,0,0
0,0.00994376,43,0,0.344658708,9800,9,0,2,0,2
0,0.263543386,77,0,0.641969519,4264,10,0,3,0,0
0,0.166128254,53,0,0.373252391,5435,15,0,2,0,0
0,0,70,0,0.220702838,6800,6,0,1,0,1
0,0.089950028,39,0,0.277137921,6945,13,0,1,0,5
0,0.15610594,53,0,0.417805545,5121,14,0,1,0,0
0,0.093348239,33,0,0.176806627,3500,4,0,0,0,1
0,0.549458343,44,1,0.361876193,7333,10,0,1,0,0
0,0.127430286,34,0,0.102660239,5600,3,0,0,0,2
1,0.085096825,63,1,0.224155169,5000,18,1,0,1,1
0,0.9999999,48,1,0.349183424,9000,4,0,1,0,2
0,0.015459179,69,0,0.176865851,12500,9,0,1,0,0
1,0.937354215,43,1,0.380330579,6049,4,0,1,0,3
0,0.069475793,45,0,2453,0,8,0,2,0,2
0,0.964052119,44,0,0.348597777,15831,18,0,2,0,1
1,0.158596647,33,0,0.702016107,18500,36,0,13,0,0
0,0.120111509,71,0,0.029656781,3000,5,0,0,0,2
0,0.003814532,74,0,3737,0,12,0,2,0,0
0,0.752573277,34,0,0.249890399,2280,5,0,0,0,0
0,0.058185115,63,0,0.224016984,10833,7,0,2,0,0
0,0.026596853,56,0,0.151324289,12383,8,0,1,0,0
0,1.133269871,59,1,0.290833648,2650,4,0,0,1,0
0,0.00923547,57,0,0.421014361,5500,14,0,2,0,0
0,0,72,0,0,3370,1,0,0,0,0
0,0.2335208,44,2,0.220954053,10250,7,0,2,0,1
0,0.9999999,74,0,0.536237189,8195,4,0,2,0,0
0,0.082083447,34,0,0.116040417,6333,5,0,0,0,2
0,0.051311663,83,0,0.368421053,3400,6,0,1,0,0
0,0.887273162,54,0,0.754943838,6320,15,0,2,0,0
0,0.77710678,29,0,0.419232847,1850,4,0,0,0,0
0,0.064919859,66,0,0.619750808,6500,11,0,3,0,0
0,0.074973224,82,0,0.006659267,900,2,0,0,0,0
0,0.638806011,55,1,3.959013662,3000,12,0,5,0,0
0,0.028744932,69,0,0.026932668,4009,5,0,1,0,0
0,0.440834485,29,0,335,1,15,0,0,0,2
0,0.124315027,74,0,0.076132348,6225,7,0,0,0,0
0,0.038539748,66,0,0.186767746,1450,10,0,1,0,0
0,0.023460937,59,0,0.731461483,8333,17,0,4,0,0
0,0.08500656,69,0,0.466113416,5060,8,0,1,0,0
0,0.001938889,74,0,0.000190458,10500,8,0,0,0,0
0,0,37,0,0.122060766,3784,8,0,0,0,5
0,0.9999999,34,1,0.382921044,2950,3,1,0,1,2
0,0.125674083,34,0,0.30994152,6668,10,0,1,0,0
0,0.026648901,36,1,0.28215952,4500,9,0,2,0,0
0,0.003213009,51,0,0.000298463,6700,3,0,0,0,1
0,0.019608745,62,1,62.16666667,11,10,0,1,0,0
0,0.118398094,57,0,0.350293803,7487,21,0,1,0,1
0,0.172089319,44,0,0.649670066,3333,10,0,1,0,2
0,0.342731454,38,0,0.062991001,7000,6,1,0,0,2
0,0.02947647,73,0,0.131106567,4400,3,0,0,0,0
0,0.01717123,71,0,0.203125,1791,5,0,1,0,0
0,2.137260249,43,1,0.571785658,6400,15,0,1,0,1
0,0.146319226,39,0,0.171171171,11099,5,0,1,0,4
0,0.888127797,40,0,0.128297795,8300,1,0,0,0,3
0,0.407359673,51,0,0.4990004,2500,11,0,1,0,2
1,0.848191968,51,0,0.147221709,10833,6,1,1,1,1
0,0,44,0,0.002707769,4800,9,0,1,0,0
0,0.9999999,38,1,0.063860668,6200,2,0,0,0,1
0,0.051855752,29,0,0.016284939,21000,22,0,0,0,0
0,0,45,1,0.459294813,5416,16,0,3,0,0
0,0.004534778,62,0,0.237533998,3308,5,0,1,0,0
0,0.93407733,47,0,0.379927503,13241,10,0,2,0,2
0,0.231914631,34,0,0.254478793,12000,6,0,2,0,2
1,0.944384756,34,4,0.413171081,6984,6,1,1,1,2
0,0.022037749,86,0,0.012395042,2500,12,0,0,0,2
0,0.505256669,44,0,0.597013524,10647,9,0,2,0,2
0,0.799321963,56,0,0.360593754,7140,13,0,1,0,2
0,1.026578073,41,2,0.740504082,2816,6,2,1,0,2
0,0.78670279,45,0,0.434937866,7000,12,0,1,0,2
1,0.071448979,46,1,1.402515723,635,7,0,0,0,0
0,0.564679415,26,1,0.140959726,2333,7,0,0,0,0
0,0.026134168,56,0,0.147430072,9902,8,0,1,0,0
0,0,36,0,0,1500,3,0,0,0,0
0,0.33097327,45,1,0.426767234,5700,9,0,1,0,1
0,0.9999999,33,0,0.616055846,4583,7,0,2,0,2
0,0.509880916,51,0,0.277620397,6000,11,0,0,0,0
0,0.022589804,42,0,0.193415638,1700,3,0,0,0,2
0,0.242076431,46,0,0.163967611,6915,5,0,1,0,0
0,0.9999999,51,0,0,1445,1,0,0,0,0
0,0.129297414,52,0,0.016081993,12000,6,0,0,0,3
0,0.593830334,48,1,0.221262299,8333,5,0,1,0,5
0,0.9999999,33,0,0.394651337,4000,4,0,1,0,1
0,0.044600705,39,0,0.293125443,7054,8,0,2,0,1
0,0.044224958,64,0,0.007570347,7000,4,0,0,0,1
0,0.550689862,44,0,0.132908119,5800,3,0,0,0,3
0,0.9999999,34,0,0.163446475,5744,4,0,1,0,2
0,0.9999999,33,0,0.377426312,6954,7,0,3,0,1
0,0.029110771,52,0,0.007789159,9371,4,0,0,0,0
0,0.026274383,58,0,0.122381477,1813,10,0,0,0,0
1,0.955383167,28,0,0.201170446,4100,8,0,0,0,0
0,0.422728706,48,0,0.249519416,2600,4,0,0,0,0
0,0.418545432,56,0,0.479408237,2500,11,0,1,0,0
0,0.051385101,27,0,0.247278383,4500,14,0,0,0,0
0,0.039405757,38,0,0.609254499,3500,15,0,2,0,2
0,0.137714971,49,0,0.454518072,3319,4,0,1,0,1
1,0.99214426,46,3,0.614100515,5630,22,0,2,0,1
0,0.035617116,78,0,0.219406227,4142,6,0,1,0,0
0,0.042368549,73,0,0.232883558,2000,14,0,1,0,0
0,0.562951118,56,0,0.281635374,9000,13,0,0,0,0
0,0.070300857,41,0,0.351464854,10000,7,0,1,0,1
0,0.076349755,32,0,0.005452067,2200,3,0,0,0,2
0,0.004784001,35,0,0.231274405,5633,8,0,2,0,2
0,0.211605905,77,0,0.143571286,5000,13,0,0,0,0
0,0.022660119,57,0,0.307269273,10000,10,0,2,0,0
0,0.065867588,45,0,0.34219457,7071,8,0,1,0,0
0,0.249059086,51,0,0.274893265,7260,13,0,1,0,3
0,0.140285416,73,0,0.223155104,4525,12,0,1,0,0
0,0.003393101,46,0,0.58269066,3500,8,0,2,0,0
0,0.154597622,42,2,0.402512797,8595,13,0,3,1,2
1,0.9999999,56,0,0.15480427,1685,2,0,0,0,0
0,0,52,0,0.570288211,11900,10,0,4,0,4
0,0.9999999,35,0,0.086978255,4000,7,0,0,0,1
0,0.016869186,64,0,0.371559633,4359,9,0,1,0,1
0,0.146239529,46,0,0.378880898,5700,11,0,2,0,3
0,0.017398105,82,0,0.063131313,9503,14,0,2,0,0
0,0,44,0,0,3935,9,0,0,1,0
0,0.572460007,43,0,0.767297048,4335,12,0,3,0,0
0,0.596464623,58,1,1.631714378,3108,9,0,2,0,0
0,0.006635307,43,0,0.358271091,16333,14,0,3,0,0
0,0.025484986,58,0,0.207246039,8583,11,0,2,0,0
0,0.049075248,76,0,0.122705674,10732,16,0,1,0,1
0,0.072850169,67,0,1.012435991,4100,9,0,2,0,1
0,0.005494355,53,0,0.113024966,10333,8,0,2,0,2
0,0.011184443,80,1,0.076612903,5951,5,0,1,0,0
0,0,69,0,0,5683,1,0,0,0,0
1,0.9999999,37,98,0,6000,0,98,0,98,1
0,0.003333259,35,0,1.100071994,4166,6,0,3,0,0
0,0,56,0,0.134122288,3041,3,0,1,0,1
0,0.779260609,52,1,0.437033287,7900,18,0,2,0,0
0,0.570360658,68,0,0.346254422,6500,13,0,1,0,0
0,0.024114457,70,0,0.251549833,4193,5,0,1,1,0
0,0.008118651,74,0,0.013969911,6513,7,0,0,0,1
0,0,88,0,0,3649,2,0,0,0,0
0,0.793082818,47,0,0.503490691,6015,10,0,1,1,0
0,0,74,1,0.679922295,8750,9,0,4,0,0
0,0.002909816,42,0,0.366233527,10850,21,0,2,0,0
